,description,type,id,ontology_type,orthodb_id,name,count,obsolete_term,ancestor_terms
4355,nucleotide binding,GeneOntology,GO:0000166,molecular_function,453687at33208,GO:0000166,122.0,False,"GO:0000166,GO:0097159,GO:1901363,GO:1901265,GO:0036094,GO:0005488,GO:0003674"
4356,lyase activity,GeneOntology,GO:0016829,molecular_function,453687at33208,GO:0016829,122.0,False,"GO:0003824,GO:0016829,GO:0003674"
4357,,GeneOntology,GO:0008299,unclassified GO terms,453687at33208,GO:0008299,146.0,False,"GO:0008150,GO:0008152,GO:0008610,GO:1901576,GO:0044255,GO:0009058,GO:0008299,GO:0044238,GO:0044249,GO:0044237,GO:0009987,GO:0006720,GO:0006629,GO:0071704"
4358,"GHMP kinase, C-terminal domain superfamily",interpro,IPR036554,interpro_domains,453687at33208,IPR036554,128.0,,
4359,Ribosomal protein S5 domain 2-type fold,interpro,IPR020568,interpro_domains,453687at33208,IPR020568,127.0,,
4360,"Ribosomal protein S5 domain 2-type fold, subgroup",interpro,IPR014721,interpro_domains,453687at33208,IPR014721,127.0,,
4361,Diphosphomevalonate decarboxylase,interpro,IPR029765,interpro_domains,453687at33208,IPR029765,125.0,,
4362,Diphosphomevalonate/phosphomevalonate decarboxylase,interpro,IPR005935,interpro_domains,453687at33208,IPR005935,120.0,,
4363,GHMP kinase N-terminal domain,interpro,IPR006204,interpro_domains,453687at33208,IPR006204,118.0,,
4364,"isopentenyl diphosphate biosynthetic process, mevalonate pathway",GeneOntology,GO:0019287,biological_process,453687at33208,GO:0019287,141.0,False,"GO:0043603,GO:0019637,GO:0009150,GO:1901360,GO:0006163,GO:0035383,GO:0006084,GO:0034032,GO:0009259,GO:1901564,GO:0044255,GO:0009058,GO:0044238,GO:0006644,GO:0044237,GO:0009117,GO:0006720,GO:0006637,GO:0044281,GO:0046483,GO:0072521,GO:0019287,GO:0034641,GO:0033875,GO:0009240,GO:0008150,GO:0055086,GO:0006790,GO:0008152,GO:1901576,GO:0008610,GO:0008654,GO:1901135,GO:0006793,GO:0008299,GO:0044249,GO:0006139,GO:0009987,GO:0006796,GO:0006753,GO:0006725,GO:0006807,GO:0006629,GO:0019693,GO:0090407,GO:0071704,GO:0046490,GO:0033865"
4365,lipid metabolic process,GeneOntology,GO:0006629,biological_process,453687at33208,GO:0006629,122.0,False,"GO:0008150,GO:0006629,GO:0008152,GO:0044238,GO:0071704"
4366,cholesterol biosynthetic process,GeneOntology,GO:0006695,biological_process,453687at33208,GO:0006695,121.0,False,"GO:0008150,GO:1901360,GO:1901362,GO:1902652,GO:0008152,GO:0006695,GO:0008203,GO:0008610,GO:1901576,GO:0008202,GO:0006066,GO:1902653,GO:0009058,GO:0006694,GO:0044238,GO:1901615,GO:1901617,GO:0044281,GO:0044283,GO:0046165,GO:0006629,GO:0016125,GO:0071704,GO:0016126"
4367,steroid metabolic process,GeneOntology,GO:0008202,biological_process,453687at33208,GO:0008202,120.0,False,"GO:0008150,GO:1901360,GO:0006629,GO:0008152,GO:0008202,GO:0044238,GO:0071704"
4368,sterol biosynthetic process,GeneOntology,GO:0016126,biological_process,453687at33208,GO:0016126,120.0,False,"GO:0008150,GO:1901360,GO:1901362,GO:0008152,GO:0008610,GO:1901576,GO:0008202,GO:0006694,GO:0009058,GO:0044238,GO:1901615,GO:1901617,GO:0006629,GO:0071704,GO:0016125,GO:0016126"
4369,steroid biosynthetic process,GeneOntology,GO:0006694,biological_process,453687at33208,GO:0006694,120.0,False,"GO:0008150,GO:1901360,GO:1901362,GO:0008152,GO:0006629,GO:0008610,GO:1901576,GO:0008202,GO:0006694,GO:0009058,GO:0044238,GO:0071704"
4370,cholesterol metabolic process,GeneOntology,GO:0008203,biological_process,453687at33208,GO:0008203,120.0,False,"GO:0008150,GO:1901360,GO:1902652,GO:0008152,GO:0008203,GO:0008202,GO:0006066,GO:0044238,GO:1901615,GO:0044281,GO:0006629,GO:0016125,GO:0071704"
4371,cytosol,GeneOntology,GO:0005829,cellular_component,453687at33208,GO:0005829,153.0,False,"GO:0005737,GO:0005829,GO:0110165,GO:0005575,GO:0005622"
4372,"J: Translation, ribosomal structure and biogenesis",text,J,functional_category,454911at33208,,,,
4373,E: Amino acid transport and metabolism,text,E,functional_category,454911at33208,,,,
4374,G: Carbohydrate transport and metabolism,text,G,functional_category,454911at33208,,,,
4375,"Vps54-likeVacuolar protein sorting-associated protein 54, C-terminal",interpro,IPR012501,interpro_domains,454911at33208,IPR012501,153.0,,
4376,"Vacuolar protein sorting-associated protein 54, N-terminal",interpro,IPR019515,interpro_domains,454911at33208,IPR019515,142.0,,
4377,"retrograde transport, endosome to Golgi",GeneOntology,GO:0042147,biological_process,454911at33208,GO:0042147,187.0,False,"GO:0008150,GO:0046907,GO:0110165,GO:0042147,GO:0006810,GO:0005575,GO:0005622,GO:0009987,GO:0051179,GO:0051234,GO:0051641,GO:0016192,GO:0005737,GO:0016482,GO:0016197,GO:0005829,GO:0051649"
4378,GARP complex,GeneOntology,GO:0000938,cellular_component,454911at33208,GO:0000938,173.0,False,"GO:0043229,GO:0000938,GO:0005794,GO:0043226,GO:0110165,GO:0099023,GO:0005575,GO:0005622,GO:0043227,GO:0005737,GO:0043231,GO:0031410,GO:0031982,GO:0012505,GO:0032991,GO:0097708"
4379,cytosol,GeneOntology,GO:0005829,cellular_component,454911at33208,GO:0005829,168.0,False,"GO:0005737,GO:0005829,GO:0110165,GO:0005575,GO:0005622"
4380,E: Amino acid transport and metabolism,text,E,functional_category,455512at33208,,,,
4381,H: Coenzyme transport and metabolism,text,H,functional_category,455512at33208,,,,
4382,"L: Replication, recombination and repair",text,L,functional_category,455512at33208,,,,
4383,Alpha-ketoglutarate-dependent dioxygenase AlkB-like,interpro,IPR027450,interpro_domains,455512at33208,IPR027450,127.0,,
4384,Alkylated DNA repair protein AlkB,interpro,IPR004574,interpro_domains,455512at33208,IPR004574,125.0,,
4385,Oxoglutarate/iron-dependent dioxygenase,interpro,IPR005123,interpro_domains,455512at33208,IPR005123,112.0,,
4386,Alpha-ketoglutarate-dependent dioxygenase AlkB-like superfamily,interpro,IPR037151,interpro_domains,455512at33208,IPR037151,99.0,,
4387,oxidoreductase activity,GeneOntology,GO:0016491,molecular_function,455512at33208,GO:0016491,128.0,False,"GO:0003824,GO:0016491,GO:0003674"
4388,oxidation-reduction process,GeneOntology,GO:0055114,biological_process,455512at33208,GO:0055114,144.0,True,
4389,DNA repair,GeneOntology,GO:0006281,biological_process,455512at33208,GO:0006281,103.0,False,"GO:0090304,GO:0006281,GO:0008150,GO:1901360,GO:0008152,GO:0006974,GO:0006259,GO:0044238,GO:0006139,GO:0044237,GO:0006950,GO:0009987,GO:0006725,GO:0043170,GO:0046483,GO:0006807,GO:0051716,GO:0033554,GO:0034641,GO:0071704,GO:0050896"
4390,membrane,GeneOntology,GO:0016020,cellular_component,455941at33208,GO:0016020,166.0,False,"GO:0016020,GO:0110165,GO:0005575"
4391,integral component of membrane,GeneOntology,GO:0016021,cellular_component,455941at33208,GO:0016021,149.0,False,"GO:0016020,GO:0110165,GO:0005575"
4392,SNARE complex,GeneOntology,GO:0031201,cellular_component,455941at33208,GO:0031201,99.0,False,"GO:0098796,GO:0005737,GO:0016020,GO:0031201,GO:0032991,GO:0110165,GO:0005575,GO:0005622"
4393,,GeneOntology,GO:0016192,unclassified GO terms,455941at33208,GO:0016192,166.0,False,"GO:0008150,GO:0016192,GO:0051234,GO:0051179,GO:0006810"
4394,,GeneOntology,GO:0006886,unclassified GO terms,455941at33208,GO:0006886,142.0,False,"GO:0008150,GO:0071705,GO:0070727,GO:0046907,GO:0015031,GO:0008104,GO:0006886,GO:0110165,GO:0006810,GO:0005575,GO:0009987,GO:0005622,GO:0045184,GO:0051641,GO:0051179,GO:0051234,GO:0033036,GO:0051649,GO:0071702"
4395,,GeneOntology,GO:0005484,unclassified GO terms,455941at33208,GO:0005484,137.0,False,"GO:0008150,GO:0061024,GO:0061025,GO:0005484,GO:0016043,GO:0071840,GO:0030674,GO:0003674,GO:0009987,GO:0060090"
4396,,GeneOntology,GO:0061025,unclassified GO terms,455941at33208,GO:0061025,107.0,False,"GO:0008150,GO:0061024,GO:0061025,GO:0016043,GO:0071840,GO:0009987"
4397,SNARE,interpro,IPR010989,interpro_domains,455941at33208,IPR010989,151.0,,
4398,Target SNARE coiled-coil homology domain,interpro,IPR000727,interpro_domains,455941at33208,IPR000727,149.0,,
4399,"Syntaxin/epimorphin, conserved site",interpro,IPR006012,interpro_domains,455941at33208,IPR006012,116.0,,
4400,"Syntaxin, N-terminal domain",interpro,IPR006011,interpro_domains,455941at33208,IPR006011,84.0,,
4401,"O: Posttranslational modification, protein turnover, chaperones",text,O,functional_category,456998at33208,,,,
4402,K: Transcription,text,K,functional_category,456998at33208,,,,
4403,"J: Translation, ribosomal structure and biogenesis",text,J,functional_category,456998at33208,,,,
4404,nucleic acid binding,GeneOntology,GO:0003676,molecular_function,456998at33208,GO:0003676,151.0,False,"GO:0003676,GO:1901363,GO:0097159,GO:0005488,GO:0003674"
4405,DnaJ domain,interpro,IPR001623,interpro_domains,456998at33208,IPR001623,153.0,,
4406,Chaperone J-domain superfamily,interpro,IPR036869,interpro_domains,456998at33208,IPR036869,153.0,,
4407,Nucleotide-binding alpha-beta plait domain superfamily,interpro,IPR012677,interpro_domains,456998at33208,IPR012677,146.0,,
4408,RNA-binding domain superfamily,interpro,IPR035979,interpro_domains,456998at33208,IPR035979,141.0,,
4409,"DNAJC17, RNA recognition motif",interpro,IPR034254,interpro_domains,456998at33208,IPR034254,140.0,,
4410,RNA recognition motif domain,interpro,IPR000504,interpro_domains,456998at33208,IPR000504,125.0,,
4411,M: Cell wall/membrane/envelope biogenesis,text,M,functional_category,457777at33208,,,,
4412,T: Signal transduction mechanisms,text,T,functional_category,457777at33208,,,,
4413,"O: Posttranslational modification, protein turnover, chaperones",text,O,functional_category,457777at33208,,,,
4414,COP9 signalosome,GeneOntology,GO:0008180,cellular_component,457777at33208,GO:0008180,185.0,False,"GO:0005634,GO:0043229,GO:0140513,GO:0043231,GO:0032991,GO:0008180,GO:0110165,GO:0043226,GO:0005575,GO:0005622,GO:0043227"
4415,cytoplasm,GeneOntology,GO:0005737,cellular_component,457777at33208,GO:0005737,143.0,False,"GO:0005737,GO:0110165,GO:0005575,GO:0005622"
4416,COP9 signalosome complex subunit 4,interpro,IPR037754,interpro_domains,457777at33208,IPR037754,202.0,,
4417,Winged helix-like DNA-binding domain superfamily,interpro,IPR036388,interpro_domains,457777at33208,IPR036388,196.0,,
4418,Proteasome component (PCI) domain,interpro,IPR000717,interpro_domains,457777at33208,IPR000717,194.0,,
4419,Winged helix DNA-binding domain superfamily,interpro,IPR036390,interpro_domains,457777at33208,IPR036390,193.0,,
4420,T: Signal transduction mechanisms,text,T,functional_category,458807at33208,,,,
4421,"L: Replication, recombination and repair",text,L,functional_category,458807at33208,,,,
4422,,GeneOntology,GO:0003743,unclassified GO terms,458807at33208,GO:0003743,171.0,False,"GO:0051171,GO:0044238,GO:0044237,GO:0051246,GO:0050794,GO:0006518,GO:0065007,GO:0008150,GO:0008152,GO:0006413,GO:0044249,GO:0005488,GO:0009889,GO:0006412,GO:0045182,GO:0006807,GO:0043043,GO:0010468,GO:0010467,GO:0043604,GO:0019538,GO:0043603,GO:1901363,GO:0090079,GO:1901564,GO:0009059,GO:0009058,GO:1901566,GO:0003674,GO:0006417,GO:0043170,GO:0003743,GO:0034248,GO:0010556,GO:0019222,GO:0034641,GO:0060255,GO:1901576,GO:0008135,GO:0009987,GO:0003676,GO:0010608,GO:0044271,GO:0097159,GO:0080090,GO:0071704,GO:0031326,GO:0050789,GO:0031323"
4423,,GeneOntology,GO:0006413,unclassified GO terms,458807at33208,GO:0006413,162.0,False,"GO:0043604,GO:0008150,GO:0043603,GO:0019538,GO:0008152,GO:1901576,GO:1901564,GO:0009059,GO:1901566,GO:0009058,GO:0044238,GO:0006413,GO:0044249,GO:0044237,GO:0009987,GO:0006412,GO:0043170,GO:0044271,GO:0006807,GO:0006518,GO:0043043,GO:0010467,GO:0034641,GO:0071704"
4424,,GeneOntology,GO:0006412,unclassified GO terms,458807at33208,GO:0006412,146.0,False,"GO:0043604,GO:0043603,GO:0019538,GO:0008150,GO:0008152,GO:1901576,GO:1901564,GO:0009059,GO:0009058,GO:1901566,GO:0044249,GO:0044238,GO:0044237,GO:0009987,GO:0006412,GO:0043170,GO:0044271,GO:0006807,GO:0006518,GO:0043043,GO:0010467,GO:0034641,GO:0071704"
4425,,GeneOntology,GO:0033290,unclassified GO terms,458807at33208,GO:0033290,133.0,False,"GO:0005737,GO:0032991,GO:0070993,GO:0110165,GO:1990904,GO:0033290,GO:0005575,GO:0005622"
4426,Eukaryotic translation initiation factor 3 subunit I,interpro,IPR027525,interpro_domains,458807at33208,IPR027525,182.0,,
4427,WD40/YVTN repeat-like-containing domain superfamily,interpro,IPR015943,interpro_domains,458807at33208,IPR015943,182.0,,
4428,WD40 repeat,interpro,IPR001680,interpro_domains,458807at33208,IPR001680,181.0,,
4429,WD40-repeat-containing domain,interpro,IPR017986,interpro_domains,458807at33208,IPR017986,180.0,,
4430,WD40-repeat-containing domain superfamily,interpro,IPR036322,interpro_domains,458807at33208,IPR036322,178.0,,
4431,"WD40 repeat, conserved site",interpro,IPR019775,interpro_domains,458807at33208,IPR019775,161.0,,
4432,cytoplasmic translational initiation,GeneOntology,GO:0002183,biological_process,458807at33208,GO:0002183,132.0,False,"GO:0043604,GO:0019538,GO:0043603,GO:0002181,GO:0002183,GO:1901564,GO:0009059,GO:0009058,GO:1901566,GO:0044238,GO:0044237,GO:0043170,GO:0006518,GO:0034641,GO:0008150,GO:0008152,GO:1901576,GO:0006413,GO:0044249,GO:0009987,GO:0006412,GO:0044271,GO:0006807,GO:0043043,GO:0010467,GO:0071704"
4433,formation of cytoplasmic translation initiation complex,GeneOntology,GO:0001732,biological_process,458807at33208,GO:0001732,132.0,False,"GO:0043604,GO:0043603,GO:0019538,GO:0002181,GO:0022607,GO:0002183,GO:1901564,GO:0009059,GO:1901566,GO:0009058,GO:0044238,GO:0044237,GO:0043170,GO:0044085,GO:0006518,GO:0034641,GO:0008150,GO:0043933,GO:0071826,GO:0065003,GO:0008152,GO:0022618,GO:1901576,GO:0022613,GO:0044249,GO:0006413,GO:0009987,GO:0006412,GO:0001732,GO:0044271,GO:0006807,GO:0043043,GO:0016043,GO:0010467,GO:0071840,GO:0071704"
4434,eukaryotic translation initiation factor 3 complex,GeneOntology,GO:0005852,cellular_component,458807at33208,GO:0005852,171.0,False,"GO:0005737,GO:0032991,GO:0110165,GO:0005575,GO:0005622,GO:0005852"
4435,cytoplasm,GeneOntology,GO:0005737,cellular_component,458807at33208,GO:0005737,160.0,False,"GO:0005737,GO:0110165,GO:0005575,GO:0005622"
4436,eukaryotic 43S preinitiation complex,GeneOntology,GO:0016282,cellular_component,458807at33208,GO:0016282,133.0,False,"GO:0016282,GO:0005737,GO:0070993,GO:0032991,GO:0110165,GO:1990904,GO:0005575,GO:0005622"
4437,brain development,GeneOntology,GO:0007420,biological_process,458974at33208,GO:0007420,48.0,False,"GO:0008150,GO:0007417,GO:0060322,GO:0048731,GO:0007275,GO:0048856,GO:0007399,GO:0048513,GO:0007420,GO:0032502,GO:0032501"
4438,nucleolus,GeneOntology,GO:0005730,cellular_component,458974at33208,GO:0005730,62.0,False,"GO:0043229,GO:0043233,GO:0043232,GO:0110165,GO:0005730,GO:0043226,GO:0005575,GO:0043228,GO:0005622,GO:0043227,GO:0005634,GO:0070013,GO:0043231,GO:0031981,GO:0031974"
4439,nucleus,GeneOntology,GO:0005634,cellular_component,458974at33208,GO:0005634,49.0,False,"GO:0043229,GO:0005634,GO:0043231,GO:0043226,GO:0110165,GO:0005575,GO:0005622,GO:0043227"
4440,Sas10 C-terminal domain,interpro,IPR018972,interpro_domains,458974at33208,IPR018972,126.0,,
4441,Sas10/Utp3/C1D,interpro,IPR007146,interpro_domains,458974at33208,IPR007146,115.0,,
4442,,GeneOntology,GO:0045892,unclassified GO terms,458988at33208,GO:0045892,169.0,False,"GO:0051172,GO:0051171,GO:0044238,GO:0048519,GO:0044237,GO:1902679,GO:0050794,GO:0045892,GO:0090304,GO:0065007,GO:2001141,GO:0008150,GO:0008152,GO:0048523,GO:0044249,GO:0006139,GO:0009889,GO:0045934,GO:0006725,GO:0051253,GO:0006807,GO:0051252,GO:0010468,GO:0034654,GO:0010467,GO:0097659,GO:0019438,GO:0019219,GO:1901360,GO:1901362,GO:0009892,GO:0009890,GO:0009059,GO:0009058,GO:1903506,GO:1903507,GO:0043170,GO:0046483,GO:0016070,GO:0018130,GO:0010556,GO:0019222,GO:0010558,GO:0034641,GO:0060255,GO:0006351,GO:1901576,GO:0006355,GO:0009987,GO:0031327,GO:0044271,GO:0010605,GO:0032774,GO:0071704,GO:0031326,GO:0080090,GO:0050789,GO:0031323,GO:0031324"
4443,TH1 protein,interpro,IPR006942,interpro_domains,458988at33208,IPR006942,159.0,,
4444,nucleus,GeneOntology,GO:0005634,cellular_component,458988at33208,GO:0005634,169.0,False,"GO:0043229,GO:0005634,GO:0043231,GO:0043226,GO:0110165,GO:0005575,GO:0005622,GO:0043227"
4445,"O: Posttranslational modification, protein turnover, chaperones",text,O,functional_category,458988at33208,,,,
4446,K: Transcription,text,K,functional_category,458988at33208,,,,
4447,H: Coenzyme transport and metabolism,text,H,functional_category,459253at33208,,,,
4448,"L: Replication, recombination and repair",text,L,functional_category,459253at33208,,,,
4449,I: Lipid transport and metabolism,text,I,functional_category,459253at33208,,,,
4450,"Q: Secondary metabolites biosynthesis, transport and catabolism",text,Q,functional_category,459253at33208,,,,
4451,transferase activity,GeneOntology,GO:0016740,molecular_function,459253at33208,GO:0016740,149.0,False,"GO:0003824,GO:0016740,GO:0003674"
4452,"2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity",GeneOntology,GO:0008425,molecular_function,459253at33208,GO:0008425,141.0,False,"GO:0003824,GO:0030580,GO:0008169,GO:0008168,GO:0008757,GO:0016740,GO:0016741,GO:0008425,GO:0003674"
4453,"2-octaprenyl-6-methoxy-1,4-benzoquinone methylase activity",GeneOntology,GO:0102005,molecular_function,459253at33208,GO:0102005,101.0,False,"GO:0003824,GO:0030580,GO:0008169,GO:0008168,GO:0043333,GO:0008757,GO:0016740,GO:0016741,GO:0008425,GO:0003674"
4454,,GeneOntology,GO:0008168,unclassified GO terms,459253at33208,GO:0008168,177.0,False,"GO:0003824,GO:0008168,GO:0016740,GO:0016741,GO:0003674"
4455,,GeneOntology,GO:0043333,unclassified GO terms,459253at33208,GO:0043333,143.0,False,"GO:0003824,GO:0030580,GO:0008169,GO:0008168,GO:0043333,GO:0008757,GO:0016740,GO:0016741,GO:0008425,GO:0003674"
4456,UbiE/COQ5 methyltransferase,interpro,IPR004033,interpro_domains,459253at33208,IPR004033,172.0,,
4457,S-adenosyl-L-methionine-dependent methyltransferase,interpro,IPR029063,interpro_domains,459253at33208,IPR029063,170.0,,
4458,"UbiE/COQ5 methyltransferase, conserved site",interpro,IPR023576,interpro_domains,459253at33208,IPR023576,167.0,,
4459,methylation,GeneOntology,GO:0032259,biological_process,459253at33208,GO:0032259,182.0,False,"GO:0008150,GO:0008152,GO:0032259"
4460,ubiquinone biosynthetic process,GeneOntology,GO:0006744,biological_process,459253at33208,GO:0006744,163.0,False,"GO:0008150,GO:0008152,GO:1901661,GO:1901576,GO:1901663,GO:0009058,GO:0044249,GO:0006743,GO:0006744,GO:0044237,GO:0009987,GO:0044281,GO:0042180,GO:0042181,GO:0044283,GO:0071704"
4461,mitochondrial inner membrane,GeneOntology,GO:0005743,cellular_component,459253at33208,GO:0005743,161.0,False,"GO:0043229,GO:0110165,GO:0043226,GO:0031090,GO:0005575,GO:0005740,GO:0005743,GO:0005622,GO:0043227,GO:0031967,GO:0031966,GO:0005737,GO:0043231,GO:0016020,GO:0005739,GO:0031975,GO:0019866"
4462,mitochondrion,GeneOntology,GO:0005739,cellular_component,459253at33208,GO:0005739,159.0,False,"GO:0043229,GO:0005737,GO:0043231,GO:0005739,GO:0110165,GO:0043226,GO:0005575,GO:0005622,GO:0043227"
4463,extrinsic component of mitochondrial inner membrane,GeneOntology,GO:0031314,cellular_component,459253at33208,GO:0031314,145.0,False,"GO:0043229,GO:0110165,GO:0043226,GO:0005575,GO:0005740,GO:0031090,GO:0005743,GO:0005622,GO:0043227,GO:0031967,GO:0031966,GO:0005737,GO:0043231,GO:0005739,GO:0016020,GO:0031314,GO:0019898,GO:0031975,GO:0031312,GO:0019866"
4464,membrane,GeneOntology,GO:0016020,cellular_component,459253at33208,GO:0016020,143.0,False,"GO:0016020,GO:0110165,GO:0005575"
4465,"L: Replication, recombination and repair",text,L,functional_category,460044at33208,,,,
4466,K: Transcription,text,K,functional_category,460044at33208,,,,
4467,V: Defense mechanisms,text,V,functional_category,460044at33208,,,,
4468,Uncharacterised protein family UPF0183,interpro,IPR005373,interpro_domains,460044at33208,IPR005373,155.0,,
4469,UPF0183/Protein broad-minded,interpro,IPR039156,interpro_domains,460044at33208,IPR039156,154.0,,
4470,Golgi to plasma membrane protein transport,GeneOntology,GO:0043001,biological_process,460044at33208,GO:0043001,25.0,False,"GO:0070727,GO:0015031,GO:0008104,GO:0043001,GO:0061951,GO:0090150,GO:0051641,GO:0016192,GO:0098876,GO:0033036,GO:0051668,GO:0008150,GO:0071705,GO:0006893,GO:0006892,GO:0006810,GO:0009987,GO:0045184,GO:0051179,GO:0051234,GO:1990778,GO:0072657,GO:0048193,GO:0072659,GO:0071702"
4471,trans-Golgi network,GeneOntology,GO:0005802,cellular_component,460044at33208,GO:0005802,25.0,False,"GO:0043229,GO:0005794,GO:0098791,GO:0110165,GO:0043226,GO:0005575,GO:0005622,GO:0043227,GO:0005802,GO:0005737,GO:0043231,GO:0012505,GO:0031984"
4472,G: Carbohydrate transport and metabolism,text,G,functional_category,460518at33208,,,,
4473,"X: Mobilome: prophages, transposons",text,X,functional_category,460518at33208,,,,
4474,I: Lipid transport and metabolism,text,I,functional_category,460518at33208,,,,
4475,M: Cell wall/membrane/envelope biogenesis,text,M,functional_category,460518at33208,,,,
4476,"Galactose-1-phosphate uridyl transferase, class I",interpro,IPR001937,interpro_domains,460518at33208,IPR001937,136.0,,
4477,HIT-like superfamily,interpro,IPR036265,interpro_domains,460518at33208,IPR036265,136.0,,
4478,"Galactose-1-phosphate uridyl transferase, N-terminal",interpro,IPR005849,interpro_domains,460518at33208,IPR005849,132.0,,
4479,"Galactose-1-phosphate uridyl transferase, C-terminal",interpro,IPR005850,interpro_domains,460518at33208,IPR005850,131.0,,
4480,"Galactose-1-phosphate uridyl transferase, class I His-active site",interpro,IPR019779,interpro_domains,460518at33208,IPR019779,127.0,,
4481,,GeneOntology,GO:0005975,unclassified GO terms,460518at33208,GO:0005975,127.0,False,"GO:0008150,GO:0005975,GO:0008152,GO:0044238,GO:0071704"
4482,UDP-glucose:hexose-1-phosphate uridylyltransferase activity,GeneOntology,GO:0008108,molecular_function,460518at33208,GO:0008108,160.0,False,"GO:0016779,GO:0003824,GO:0016772,GO:0008108,GO:0016740,GO:0003674,GO:0070569"
4483,zinc ion binding,GeneOntology,GO:0008270,molecular_function,460518at33208,GO:0008270,160.0,False,"GO:0046914,GO:0008270,GO:0046872,GO:0043167,GO:0043169,GO:0005488,GO:0003674"
4484,transferase activity,GeneOntology,GO:0016740,molecular_function,460518at33208,GO:0016740,132.0,False,"GO:0003824,GO:0016740,GO:0003674"
4485,nucleotidyltransferase activity,GeneOntology,GO:0016779,molecular_function,460518at33208,GO:0016779,131.0,False,"GO:0016779,GO:0003824,GO:0016772,GO:0016740,GO:0003674"
4486,metal ion binding,GeneOntology,GO:0046872,molecular_function,460518at33208,GO:0046872,127.0,False,"GO:0046872,GO:0043167,GO:0043169,GO:0005488,GO:0003674"
4487,galactose metabolic process,GeneOntology,GO:0006012,biological_process,460518at33208,GO:0006012,159.0,False,"GO:0044281,GO:0008150,GO:0019318,GO:0005975,GO:0008152,GO:0006012,GO:0044238,GO:0071704,GO:0005996"
4488,galactose catabolic process via UDP-galactose,GeneOntology,GO:0033499,biological_process,460518at33208,GO:0033499,149.0,False,"GO:0019318,GO:0008150,GO:0009056,GO:0008152,GO:1901575,GO:0006012,GO:0044238,GO:0005996,GO:0044281,GO:0005975,GO:0044282,GO:0046365,GO:0016052,GO:0019320,GO:0019388,GO:0033499,GO:0071704"
4489,,GeneOntology,GO:0009966,unclassified GO terms,461123at33208,GO:0009966,168.0,False,"GO:0065007,GO:0008150,GO:0007154,GO:0007165,GO:0009966,GO:0009987,GO:0048583,GO:0050794,GO:0023051,GO:0023052,GO:0051716,GO:0010646,GO:0050789,GO:0050896"
4490,TAP46-like protein,interpro,IPR007304,interpro_domains,461123at33208,IPR007304,158.0,,
4491,TAP42/TAP46-like superfamily,interpro,IPR038511,interpro_domains,461123at33208,IPR038511,157.0,,
4492,,GeneOntology,GO:0015031,unclassified GO terms,461193at33208,GO:0015031,150.0,False,"GO:0008150,GO:0071705,GO:0070727,GO:0015031,GO:0008104,GO:0006810,GO:0009987,GO:0045184,GO:0051641,GO:0051179,GO:0051234,GO:0033036,GO:0071702"
4493,Translocation protein Sec62,interpro,IPR004728,interpro_domains,461193at33208,IPR004728,137.0,,
4494,integral component of endoplasmic reticulum membrane,GeneOntology,GO:0030176,cellular_component,461193at33208,GO:0030176,150.0,True,
4495,membrane,GeneOntology,GO:0016020,cellular_component,461193at33208,GO:0016020,150.0,False,"GO:0016020,GO:0110165,GO:0005575"
4496,integral component of membrane,GeneOntology,GO:0016021,cellular_component,461193at33208,GO:0016021,142.0,False,"GO:0016020,GO:0110165,GO:0005575"
4497,"X: Mobilome: prophages, transposons",text,X,functional_category,461193at33208,,,,
4498,"L: Replication, recombination and repair",text,L,functional_category,461193at33208,,,,
4499,K: Transcription,text,K,functional_category,461193at33208,,,,
4500,Z: Cytoskeleton,text,Z,functional_category,462325at33208,,,,
4501,Actin family,interpro,IPR004000,interpro_domains,462325at33208,IPR004000,179.0,,
4502,Actin-related protein 6,interpro,IPR030054,interpro_domains,462325at33208,IPR030054,177.0,,
4503,chromatin remodeling,GeneOntology,GO:0006338,biological_process,462325at33208,GO:0006338,160.0,False,"GO:0008150,GO:0006338,GO:0016043,GO:0071840,GO:0006325,GO:0009987"
4504,nucleus,GeneOntology,GO:0005634,cellular_component,462325at33208,GO:0005634,160.0,False,"GO:0043229,GO:0005634,GO:0043231,GO:0043226,GO:0110165,GO:0005575,GO:0005622,GO:0043227"
4505,C: Energy production and conversion,text,C,functional_category,462897at33208,,,,
4506,I: Lipid transport and metabolism,text,I,functional_category,462897at33208,,,,
4507,"O: Posttranslational modification, protein turnover, chaperones",text,O,functional_category,462897at33208,,,,
4508,E: Amino acid transport and metabolism,text,E,functional_category,462897at33208,,,,
4509,FAD/NAD(P)-binding domain superfamily,interpro,IPR036188,interpro_domains,462897at33208,IPR036188,143.0,,
4510,FAD/NAD(P)-binding domain,interpro,IPR023753,interpro_domains,462897at33208,IPR023753,142.0,,
4511,oxidoreductase activity,GeneOntology,GO:0016491,molecular_function,462897at33208,GO:0016491,156.0,False,"GO:0003824,GO:0016491,GO:0003674"
4512,oxidation-reduction process,GeneOntology,GO:0055114,biological_process,462897at33208,GO:0055114,156.0,True,
4513,M: Cell wall/membrane/envelope biogenesis,text,M,functional_category,463071at33208,,,,
4514,G: Carbohydrate transport and metabolism,text,G,functional_category,463071at33208,,,,
4515,T: Signal transduction mechanisms,text,T,functional_category,463071at33208,,,,
